experimenter,collector,incubator,shelf,rack,plugcamera,condition,location,staging_date,amendments,comments,recording_time,staging_times,Pupae,mon_pm_mortality_n,mon_removed_eggs_binary,tues_am_mortality_n,tues_am_removed_eggs_binary,tues_pm_mortality_n,tues_removed_pm_eggs_binary,weds_am_mortality_n,weds_am_removed_eggs_binary,weds_pm_mortality_n,weds_pm_removed_eggs_binary,thurs_am_mortality_n,thurs_am_removed_eggs_binary,thurs_pm_mortality_n,thurs_pm_removed_eggs_binary,fri_am_mortality_n,fri_am_removed_eggs_binary,fri_pm_mortality_n,fri_pm_removed_eggs_binary
LK,HS,1,1,3,64,SS25232,,16/01/2026,-1,camera issue,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,65,603021,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,66,602566,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,67,49766,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,68,45873,,16/01/2026,-1,camera issue,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,69,604181,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,70,SS01943,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,71,604176,,16/01/2026,-1,camera issue,,,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,193,49828,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,194,8769,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,195,SS01732,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,196,SS38042,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,197,57618,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,198,SS01984,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,199,SS53257,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,200,MB196C,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,201,603766,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,202,SS01645,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,203,48877,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,204,SS03731,,16/01/2026,,,15:45,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,205,SS04047,,16/01/2026,,,16:00,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,213,SS04230,,16/01/2026,,re-ran the script as 206 207 made batch processing crash,16:00,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,214,EMPTY-GAL4-2,,16/01/2026,,,16:00,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,208,SPLIT-CONTROL-2,,16/01/2026,,,16:00,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,209,19-12-GAL4,,16/01/2026,,,16:00,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,210,603217,,16/01/2026,,,16:00,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,211,602999,,16/01/2026,,,16:00,9:45-15:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,3,212,602023,,16/01/2026,,,16:00,9:45-15:40,,,,,,,,,,,,,,,,,,,
